epoch,acc,loss,val_acc,val_loss
0,0.736974801837,0.725222933098,0.769491538153,0.677730631525
1,0.76218488562,0.637333299401,0.759322046476,0.710815739076
2,0.760084045597,0.647389590834,0.722033910832,0.748090624052
3,0.767226901876,0.611832756487,0.816949162948,0.8953129288
4,0.771008414287,0.610530266648,0.749152554294,0.852664483301
5,0.787815136412,0.574107493297,0.806779670008,0.5824220327
6,0.776890767316,0.574452947731,0.742372896207,0.603363114898
7,0.800420178179,0.536081015719,0.752542386621,0.602266072722
8,0.78907564104,0.568554652057,0.810169500567,0.549584944117
9,0.786554632881,0.529925668064,0.789830519486,0.55569576813
10,0.778151271223,0.5301511715,0.789830518476,0.658016515233
11,0.784033623845,0.518829544145,0.7525423846,0.648003080134
12,0.791176481125,0.499149383351,0.735593233573,0.625770448123
13,0.80672269878,0.474372869217,0.772881367449,0.571628823624
14,0.805462194466,0.474413467493,0.793220349793,0.533565574026
15,0.79243698497,0.479970372556,0.813559330621,0.473154993633
16,0.802941186244,0.446215570443,0.783050857863,0.491120630781
17,0.800420177991,0.453758199895,0.813559332136,0.491900308405
18,0.776470598866,0.474788795311,0.786440688675,0.483511285762
19,0.790336144634,0.454663966853,0.769491535122,0.648340238732
20,0.799579841249,0.465399600033,0.820338992244,0.386111074838
21,0.80840337098,0.463524540855,0.78644068817,0.496559922094
22,0.79705883406,0.446221829932,0.796610180604,0.515500350271
23,0.807563034739,0.440299108217,0.830508484174,0.464955882122
24,0.811344547182,0.426437690134,0.813559331631,0.406542839388
25,0.794537825651,0.449973332312,0.820338992244,0.442292668052
26,0.818907572348,0.433742935949,0.779661027052,0.533396170427
27,0.800000009542,0.456020157847,0.813559331884,0.432061953312
28,0.812605051746,0.428350520579,0.847457636211,0.367228997208
29,0.81386555628,0.426138173507,0.82372882154,0.451291719483
30,0.802941186369,0.443831460378,0.7525423846,0.514455280188
31,0.793277321149,0.437059134793,0.806779671018,0.447314521519
32,0.806302531364,0.42567450464,0.796610180099,0.456077096573
33,0.812605051058,0.425280590205,0.769491536132,0.53985245248
34,0.813865555403,0.427588277035,0.813559331631,0.413841794355
35,0.806302530237,0.43219262396,0.813559330116,0.442010645644
36,0.802521018171,0.437350637021,0.783050856348,0.461765928036
37,0.809663874825,0.416860267864,0.749152554799,0.500816529585
38,0.820588244642,0.419583847339,0.840677975093,0.37273044076
39,0.808403371231,0.437166242383,0.813559331631,0.445301366054
40,0.814285723665,0.415311158408,0.803389840965,0.491115689025
41,0.805042026549,0.438056492708,0.847457635201,0.383924636674
42,0.804201690277,0.425382381227,0.861016956426,0.38188882652
43,0.821428580163,0.400224410952,0.793220348782,0.468043915801
44,0.807983202875,0.428275107743,0.830508482153,0.44602213459
45,0.814705891676,0.426221330893,0.786440688675,0.6057149682
46,0.816806732137,0.41817905037,0.755932215917,0.503106603683
47,0.822689084696,0.408343661436,0.837288144281,0.402236906275
48,0.813865555278,0.418316692239,0.806779671018,0.410612034217
49,0.814705891832,0.428326483033,0.789830517213,0.435212603439
50,0.820168076506,0.409309524088,0.830508483669,0.384242559262
51,0.819747908338,0.401684759075,0.783050858873,0.584163934624
52,0.833613454325,0.404669793761,0.816949161938,0.446604052969
53,0.83319328622,0.391584671189,0.796610179847,0.454375000323
54,0.808823539022,0.425968027353,0.840677974083,0.401714955851
55,0.827731101265,0.403106928873,0.79322034954,0.433711291117
56,0.820168076881,0.399001601113,0.816949162948,0.392741354593
57,0.825210093137,0.398690154244,0.850847466012,0.406868226447
58,0.827731101515,0.392071543183,0.796610179594,0.54985660264
59,0.820168076506,0.407677631418,0.820338993254,0.45117762306
60,0.811344547275,0.410555269162,0.816949162443,0.418133545478
61,0.837815134997,0.37927734279,0.793220349793,0.493340425572
62,0.842857151097,0.369139132771,0.830508483163,0.417220621543
63,0.827310933379,0.372983503414,0.78644068918,0.493784176975
64,0.825210093106,0.39342517304,0.766101706836,0.76410261971
65,0.832773117396,0.377534236368,0.810169500315,0.420701525221
66,0.818067236232,0.40072937903,0.803389839702,0.474094239837
67,0.818907572442,0.397744509086,0.823728823561,0.435704750088
68,0.831932782062,0.37910847405,0.840677975093,0.430159279603
69,0.815966396303,0.39970869884,0.789830518476,0.525391313989
70,0.811764715474,0.401349816487,0.837288143776,0.474876657128
71,0.835294126431,0.374463379266,0.827118652857,0.446328029037
72,0.818067236295,0.401214259825,0.796610180099,0.458841328651
73,0.823529420718,0.395015514824,0.827118653362,0.389872702944
74,0.826470597358,0.386271396527,0.840677975093,0.372834821247
75,0.82478992522,0.382512125977,0.783050857358,0.438693751029
76,0.816806732231,0.395624086402,0.844067805399,0.381185429707
77,0.828991605423,0.379388480799,0.83389831448,0.380309483447
78,0.837815134496,0.356824673321,0.793220347267,0.500376343348
79,0.813445387799,0.390429195901,0.830508483669,0.426697742257
